Class,Peak,File,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,Peak_Count,Reference_Peaks,Detected_Peaks,Num_Signals_in_Class,Num_Signals_with_Peak,Method
Class1,P1,Class1_it2_example_0001,1.0,0.002417227237956565,1.0000029214894923,1.0000029214894923,1,39,[np.int64(40)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0002,0.0,0.0,0.0,0.0,1,40,[np.int64(40)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0003,,,,,0,40,[],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0004,0.0,0.0,0.0,0.0,1,42,[np.int64(42)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0005,0.0,0.0,0.0,0.0,1,39,[np.int64(39)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0006,0.0,0.0,0.0,0.0,1,41,[np.int64(41)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0007,0.0,0.0,0.0,0.0,1,42,[np.int64(42)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0008,1.0,0.0023955160212514315,1.0000028692443876,1.0000028692443876,1,38,[np.int64(39)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0009,1.0,9.941902112220458e-05,1.0000000049420708,1.0000000049420708,1,38,[np.int64(39)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0010,1.0,0.0011847964538347355,1.0000007018710722,1.0000007018710722,1,41,[np.int64(42)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0011,2.0,0.0038778664639982363,2.000003759458545,2.000003759458545,1,35,[np.int64(37)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0012,0.0,0.0,0.0,0.0,1,36,[np.int64(36)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0013,0.0,0.0,0.0,0.0,1,36,[np.int64(36)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0014,0.0,0.0,0.0,0.0,1,41,[np.int64(41)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0015,3.0,0.03401586374942389,3.000192840299873,3.000192840299873,1,23,[np.int64(26)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0016,0.0,0.0,0.0,0.0,1,29,[np.int64(29)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0017,3.0,0.025520851038461245,3.000108550342425,3.000108550342425,1,27,[np.int64(30)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0018,2.0,0.00930521149127106,2.0000216466230802,2.0000216466230802,1,28,[np.int64(30)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0019,2.0,0.007784150846942062,2.000015148193735,2.000015148193735,1,28,[np.int64(30)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0020,1.0,0.000773589676907438,1.0000002992204493,1.0000002992204493,1,37,[np.int64(38)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0021,2.0,0.005096081835461397,2.0000064925019805,2.0000064925019805,1,37,[np.int64(39)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0022,1.0,0.0007853592678487287,1.0000003083945421,1.0000003083945421,1,41,[np.int64(42)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0023,,,,,0,45,[],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0024,0.0,0.0,0.0,0.0,1,46,[np.int64(46)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0025,1.0,0.000513735497082557,1.0000001319620717,1.0000001319620717,1,43,[np.int64(44)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0026,1.0,0.0028713665749056094,1.0000041223645069,1.0000041223645069,1,41,[np.int64(42)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0027,1.0,0.0016108689334055626,1.0000012974485186,1.0000012974485186,1,44,[np.int64(45)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0028,1.0,0.0012912440472789832,1.0000008336552473,1.0000008336552473,1,45,[np.int64(46)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0029,2.0,0.00613995903925979,2.0000094247520446,2.0000094247520446,1,58,[np.int64(60)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0030,2.0,0.014783504627152388,2.000054637255958,2.000054637255958,1,28,[np.int64(30)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0031,1.0,0.006046986968777812,1.0000182828585689,1.0000182828585689,1,27,[np.int64(28)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0032,0.0,0.0,0.0,0.0,1,34,[np.int64(34)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0033,1.0,0.0003244707298646343,1.0000000526406259,1.0000000526406259,1,34,[np.int64(33)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0034,1.0,0.0034092120274524795,1.0000058113464383,1.0000058113464383,1,31,[np.int64(32)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0035,0.0,0.0,0.0,0.0,1,39,[np.int64(39)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0036,1.0,0.0016054163784929854,1.0000012886800438,1.0000012886800438,1,40,[np.int64(41)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0037,1.0,0.0017256593399431752,1.0000014889489703,1.0000014889489703,1,39,[np.int64(40)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0038,1.0,0.0015356905737820004,1.000001179172074,1.000001179172074,1,38,[np.int64(39)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0039,2.0,0.010213358872379175,2.0000260780048484,2.0000260780048484,1,29,[np.int64(31)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0040,2.0,0.007985155369032881,2.000015940613041,2.000015940613041,1,29,[np.int64(31)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0041,1.0,0.004805081550888768,1.0000115443377195,1.0000115443377195,1,33,[np.int64(34)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0042,2.0,0.005196812193928868,2.0000067517028484,2.0000067517028484,1,43,[np.int64(45)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0043,2.0,0.004264619401020742,2.0000045467394907,2.0000045467394907,1,35,[np.int64(37)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0044,1.0,0.0042711505863678445,1.0000091213220665,1.0000091213220665,1,28,[np.int64(29)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0045,2.0,0.010170129609539669,2.0000258577169134,2.0000258577169134,1,30,[np.int64(32)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0046,2.0,0.006663854293113447,2.000011101707698,2.000011101707698,1,29,[np.int64(31)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0047,1.0,0.004275471799150221,1.0000091397877848,1.0000091397877848,1,29,[np.int64(30)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0048,2.0,0.011774108197066036,2.0000346571056804,2.0000346571056804,1,30,[np.int64(32)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0049,3.0,0.018043578147811767,3.0000542612946814,3.0000542612946814,1,30,[np.int64(33)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0050,2.0,0.00594892649284029,2.000008847412035,2.000008847412035,1,61,[np.int64(63)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0051,2.0,0.015966690071312573,2.0000637327824915,2.0000637327824915,1,30,[np.int64(32)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0052,1.0,0.0016515025063665867,1.0000013637293343,1.0000013637293343,1,37,[np.int64(38)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0053,1.0,0.000578859458171932,1.0000001675391221,1.0000001675391221,1,36,[np.int64(37)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0054,1.0,0.003620731354904927,1.0000065548262893,1.0000065548262893,1,35,[np.int64(36)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0055,1.0,0.0049037040880723914,1.0000120230846143,1.0000120230846143,1,67,[np.int64(68)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0056,27.5,0.16250325261851217,27.500480194273994,2.000039247475293,2,30,"[np.int64(32), np.int64(83)]",250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0057,2.0,0.0067660941635167005,2.0000114449748105,2.0000114449748105,1,33,[np.int64(35)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0058,0.0,0.0,0.0,0.0,1,45,[np.int64(45)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0059,1.0,0.0033695548881222948,1.0000056769339583,1.0000056769339583,1,33,[np.int64(34)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0060,3.0,0.016310739324259083,3.000044339708549,3.000044339708549,1,28,[np.int64(31)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0061,1.0,0.0031308929003353025,1.0000049012331658,1.0000049012331658,1,41,[np.int64(42)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0062,2.0,0.008687169006674877,2.00001886663735,2.00001886663735,1,31,[np.int64(33)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0063,0.0,0.0,0.0,0.0,1,46,[np.int64(46)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0064,1.0,0.0015790662648551557,1.000001246724357,1.000001246724357,1,40,[np.int64(41)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0065,19.5,0.43058596316603454,19.504915659131573,2.0000205190428653,2,42,"[np.int64(5), np.int64(44)]",250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0066,1.0,0.004295465128787868,1.0000092254677817,1.0000092254677817,1,42,[np.int64(43)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0067,0.0,0.0,0.0,0.0,1,43,[np.int64(43)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0068,2.0,0.016067218800306704,2.000064537838711,2.000064537838711,1,22,[np.int64(24)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0069,2.0,0.016362258851917333,2.0000669297587863,2.0000669297587863,1,24,[np.int64(26)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0070,1.0,0.0034481219535322793,1.0000059447548333,1.0000059447548333,1,33,[np.int64(34)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0071,3.0,0.029529620010894875,3.000145329556218,3.000145329556218,1,24,[np.int64(27)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0072,16.5,0.026429888906853494,16.500074163922218,3.000138720277455,2,25,"[np.int64(28), np.int64(55)]",250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0073,3.0,0.024814056694112185,3.00010262114642,3.00010262114642,1,25,[np.int64(28)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0074,1.0,0.003494957080700467,1.0000061073438482,1.0000061073438482,1,31,[np.int64(32)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0075,0.0,0.0,0.0,0.0,1,38,[np.int64(38)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0076,32.666666666666664,0.10383435959176197,32.66690787190978,2.000079587905472,3,27,"[np.int64(29), np.int64(58), np.int64(92)]",250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0077,1.0,0.003120798914318379,1.0000048696810748,1.0000048696810748,1,32,[np.int64(33)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0078,1.0,0.0004082692296348833,1.0000000833418785,1.0000000833418785,1,31,[np.int64(32)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0079,0.0,0.0,0.0,0.0,1,36,[np.int64(36)],250,245,"concave_d2x=-0,002"
Class1,P1,Class1_it2_example_0080,1.0,0.0012556853859806427,1.0000007883725834,1.0000007883725834,1,37,[np.int64(38)],250,245,"concave_d2x=-0,002"
