Class,Peak,Method,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,Peak_Count,Num_Signals_in_Class,Num_Signals_with_Peak
Class1,P1,wavelet,67.20388011063011,0.47876267875375145,67.20610758613232,2.873487537463975,6.8933333333333335,300.0,300.0
Class1,P2,wavelet,52.93768674843675,0.30620698893674836,52.938718506037915,2.5167608475258003,6.8933333333333335,300.0,300.0
Class1,P3,wavelet,46.67938443963444,0.2699616019038314,46.68029824076636,2.2766812210347585,6.8933333333333335,300.0,300.0
Class2,P1,wavelet,67.01758116883117,0.3733027658705547,67.01914497946815,3.990303904184036,7.036666666666667,300.0,300.0
Class2,P2,wavelet,52.5712588985089,0.3864940994252401,52.57291125339295,2.5833811694683506,7.036666666666667,300.0,300.0
Class2,P3,wavelet,46.05063816738817,0.3106948476032117,46.051944593500345,3.0800452286183617,7.036666666666667,300.0,300.0
Class3,P1,wavelet,71.31267857142858,0.2757970001486901,71.31365047016855,2.65353469880726,7.416666666666667,300.0,300.0
Class3,P2,wavelet,52.2107653920154,0.41321964062965155,52.21259458741181,1.3866791831838872,7.416666666666667,300.0,300.0
Class3,P3,wavelet,45.5680955988456,0.3727578706797907,45.56978567275152,2.050022678087581,7.416666666666667,300.0,300.0
Class4,P1,wavelet,,,,,6.95,100.0,100.0
Class4,P2,wavelet,48.3128455988456,0.4449650985722369,48.315050104956796,2.1600121584286276,6.95,100.0,100.0
Class4,P3,wavelet,,,,,6.95,100.0,100.0
